a,b,c,d,e,f,g,h,i,j,k,l,label,m,n,o,p,q
-18044.4004934,-11355.591198,505.676150049,-2416.75378857,587.720086669,3880.38003264,-2693.62345714,3969.60217182,-2350.2384822,-845.882939954,-59.6935807235,882.908529446,minor_mistake_marvin,-1655.24670961,-664.772038542,-3130.37863072,-295.323722087,-1394.46298616
1011.88082624,-14096.6907312,1827.24500899,-1845.72323102,-5340.67435949,-857.281024833,-8198.07331172,2225.03347972,628.182499606,6459.87310757,3646.50285755,3814.46569032,evil_toddler,-2684.38342288,-3946.5712222,-6152.05370366,-1451.01150674,-6483.23824852
27585.6307995,-13989.7469266,2412.47068681,-2186.2644296,-5849.67046059,234.062049697,-649.326845093,-5474.13563679,6875.67048055,3919.00100942,-8163.70445756,-6306.77012386,sudden_clarity_clarence,-4269.07542322,12774.6646688,6599.82811706,7710.39368494,2671.74884257
15586.3328829,408.919034604,-14398.4210339,6015.19747192,-5826.5408378,-16533.3996189,3744.00829977,16403.1181841,-551.917643857,-3104.76702519,-276.797357836,-3791.90223804,paranoid_parrot,-1350.69802638,-823.746035574,-2344.22756711,-3870.34902062,1170.72212357
12918.0070226,-16143.7326223,4455.99235254,-2713.75867177,-6249.9269386,-666.301462953,-11283.5618538,-3843.03155043,2587.03797988,15875.502427,-4354.04446025,-2133.37411737,lazy_college_senior,-2360.37876833,-5673.98931951,-836.782617211,-139.062565102,8108.24767405
-3997.52753721,12833.3979439,3700.61373494,-9285.69216542,11699.6001723,-7670.22973584,4314.86811452,728.822288362,4486.36275849,818.091230897,-4989.30523183,9834.26925876,bad_luck_brian,-334.269232435,1627.98454333,-4113.73358628,444.075462759,3018.49187528
-4547.18032331,8996.79446415,234.583169214,-1895.19565877,-2222.71931006,5544.65709928,1496.52138803,1362.152622,-5465.51844452,3822.69330443,1016.59493575,176.075969459,philosoraptor,-4563.55790054,-2458.66854109,-1578.30272677,1639.07948091,3197.04970176
-6767.64302685,7074.13457754,946.696125477,-5472.99463383,-928.144919825,-906.763320886,-1311.11478247,-1663.3502436,3175.85650789,-1093.31292918,-7993.98488897,-3420.67932015,confession_bear,-2534.26309129,-3085.31048224,-160.443885899,6759.31079674,-488.52764471
-20982.7930011,-18787.4617976,3239.35747543,5209.95355975,211.61193534,2523.22587035,389.235809792,3534.39341974,-325.775603113,-4290.41927245,2961.91490289,759.072495595,overly_attached_girlfriend,-1593.29000534,-1671.6826977,-4772.41681779,284.532166668,-3625.94395052
14180.8789457,-120.827472418,-12463.56049,6512.16419487,-6092.46304531,-15456.8905802,1694.49853023,14715.1704117,3712.30110582,-2438.71868889,1196.72898679,-6705.61531726,paranoid_parrot,-2837.84854374,861.401959369,1258.81891123,-298.855088171,3734.09985578
-3027.24059016,10361.0976172,481.556803843,-2346.81163776,-3864.29657517,6459.70639599,3121.28257781,1788.81008107,-6942.59016186,3134.69470139,1407.05289802,1404.148734,philosoraptor,-1750.17905614,-5169.50147396,-519.094483352,-2268.20240372,6433.96764576
22614.4855828,-18826.2027288,10162.887574,-13132.9511621,-7792.87506081,-2457.96191507,14830.3326958,-1105.11169619,3096.18276698,-5159.83384816,3197.14736369,-115.093433063,sudden_clarity_clarence,1491.93577871,81.6489881139,4700.29681142,1878.88148461,-3250.77507449
-973.279110907,12202.654162,4447.50178299,-1339.31108249,-3295.384603,-1909.41222069,992.910540503,-5196.59287134,-6271.70847985,3043.287029,2101.39326099,-1323.16927973,high_expectations_asian_father,-7815.32124564,4384.49431464,-6724.92069708,6583.45798693,-3532.21355554
10626.1697717,-4567.92170678,25730.5254168,11804.400993,9282.01458683,6724.71373843,-2971.60169342,-1535.04204486,2674.86091042,-8.5592908364,-1249.75078461,-1548.90307042,socially_awkward_penguin,274.930492512,-42.9222016316,3452.70745812,651.909975099,1237.86488552
35694.9199363,-2767.65498136,-3147.05276634,4754.70044165,8600.76511726,-1069.56468903,-980.848127324,-6703.35869438,-1748.19528097,-3406.24886063,-1244.71905839,-6815.45311744,bad_joke_eel,8919.99890183,-57.9530443691,-5671.09543518,-1812.41553597,-2031.99471202
-3884.97553333,14424.5257741,2715.129607,-7374.34220127,10029.2956486,-6374.05806623,274.387008786,-1005.89152529,6119.3477452,252.912536216,-4975.32767266,4933.19016635,bad_luck_brian,-2151.97008544,1738.08780657,-2371.88571932,2907.20105128,4818.77223241
-12274.4100663,-233.19176729,-2291.07693608,-9531.56331834,8508.44532265,-6880.37732909,-6878.23750092,-5393.06356431,1855.08459498,-5675.55912847,9880.48012355,-1231.60416795,sheltered_college_freshman,-3169.81007302,-1993.27871542,3540.93055601,-1738.57646991,281.86666052
-18803.7083236,-13272.5826084,2944.34556519,-4678.59069321,-2264.42038051,2795.64482029,-3169.85139029,1656.99245954,-6153.16493389,-7499.37764394,-7865.13530573,377.627593901,first_day_on_the_internet_kid,-1957.49616956,6374.43119124,-680.811025798,-4491.6204564,2290.56758127
-7113.53766106,5261.52204289,25785.398347,9490.66148928,2767.49172612,-2576.87486856,278.841504818,4755.79081901,3801.84949824,2209.20567457,-527.978982023,-196.928481886,socially_awkward_penguin,-1717.73110228,-943.713003633,-1102.830588,407.568577249,-67.1574713702
-19216.5753103,-11253.7484397,-7963.92748001,16084.5695049,1526.3637954,-1975.96930918,7467.87346598,-7673.69153707,775.786087982,1686.17892232,-1181.85411008,3141.56091537,advice_god,-1369.6198777,-3110.22092624,-190.152088107,-1015.82571845,1646.88898017
31846.806588,-9097.18605505,-1652.6785176,4491.59040164,7105.63440361,3067.52321571,-1528.13825971,-2636.04623149,-4588.39769022,-5853.21601634,1938.36623319,-4639.01117887,bad_joke_eel,4034.83388433,-4430.54754796,-3574.90961031,-1075.67586297,631.500826516
-11685.6309676,837.320728024,-2574.29470071,-8635.1374767,8716.60905505,-9151.59674301,-7946.59728435,-7548.81370572,3877.57739844,-4663.50193386,9441.69006717,-5192.50537912,sheltered_college_freshman,-3592.24211659,-1153.08379681,3190.49050822,-1919.72017711,765.813031894
-11348.0591701,1408.61665434,-3087.29174111,-9011.88243743,9243.9072775,-9102.73498484,-8002.12197183,-8008.64717664,4095.47625423,-4117.47060869,9939.05850847,-5731.29789649,sheltered_college_freshman,-3672.17026756,-833.47016738,3611.55687016,-1732.79171332,733.239257399
15680.271581,666.715108101,-13348.1451616,7310.86829798,-7858.54449446,-16519.3490301,1060.3725617,15647.0206151,4024.63390268,-1891.19959189,448.825654458,-4416.89435939,paranoid_parrot,-4203.99756692,3709.31913237,196.147589852,-594.491553837,-1815.98245592
560.910217172,13669.5494486,-6470.50190825,-974.470126092,-6340.86064813,2719.84756175,-5068.23497599,-1078.69886392,826.629357526,336.640900572,-4477.18497225,6892.17284513,good_guy_greg,4922.41112538,1429.92875484,7539.97822495,-4817.83734272,-6704.88814452
260.994639651,11731.4647759,-6088.78679667,-1712.14948519,-3606.41475227,2348.82280254,-2195.09474617,408.987188239,-3114.18876211,-2543.95045148,-2260.95322118,7277.9163848,good_guy_greg,6453.76648583,-2045.13843139,6204.03470555,-8407.3977268,-5469.47318112
-3922.03317446,10765.6341353,622.33608519,-2808.47070586,-3390.46048989,248.536127615,-2367.41958975,-1597.14768264,550.761588989,-4270.76152157,-8370.89222781,-4338.35062093,confession_bear,-1006.78430032,-6823.64952399,870.76883211,6912.46035998,-3785.73765518
-4787.34942969,4155.0512724,-949.739264323,-4582.85200272,-2514.87640567,-3614.32143393,-6681.57610408,-5732.88832753,-4685.83168544,-6289.83404626,4930.05758389,459.682657856,sheltered_college_freshman,-615.150736217,-3578.62128228,2330.37854588,-5853.85950039,697.983923278
-4174.45309323,8164.55073128,29535.2627882,14804.9988126,1277.36088461,-1452.27471358,-2613.46703472,5484.6472596,2349.03691893,557.73077772,1861.75440813,-1525.23388487,socially_awkward_penguin,2537.99263256,147.933162702,2575.38125708,-447.220100658,-663.272747941
-15228.5483949,-3371.17874846,-3884.5909181,-4484.91810276,9758.15357001,4676.97485796,4609.39267078,7457.63288582,-2938.52354372,8234.14262558,2466.37526499,-3355.84987767,college_liberal,3825.07930044,-639.383331147,2174.29481332,658.527461105,-3008.28979535
-2613.54180306,11858.0462413,27123.2683126,13402.4996811,2311.23291928,-1777.251881,-1380.16478403,4169.88885622,6070.7602099,520.462146058,-746.118007379,-2520.0327402,socially_awkward_penguin,1864.08018308,1070.66381058,2527.73223034,-1888.09126465,-720.803114552
-3334.66210795,14315.8818464,3559.1748863,-8446.00046602,11289.122479,-9334.70435682,3959.3106903,828.086968896,4306.27374294,-248.502400891,-3851.57589511,9533.69272445,bad_luck_brian,1140.47014839,-568.200460847,-6299.94888115,-3.44723453377,978.75112003
-173.667713936,-14905.1563445,1489.17020217,-2299.09191381,-6058.18996504,-285.040069115,-8989.10102646,2594.13842931,1167.73816771,4917.79423925,4311.43142645,3840.4326653,evil_toddler,-4007.02529747,-4564.97179364,-4583.52678928,-970.578816197,-6676.2798968
531.530792406,12339.264225,-6042.08157718,-1111.524039,-4506.87735871,2262.23329984,-1927.1538284,-1.47008263838,-3238.57737472,-3148.0056204,-2575.1363161,7098.76606316,good_guy_greg,6866.30985088,-1739.70761828,6058.16630381,-8000.55867778,-5633.5861721
-4546.40060515,7607.96583494,27207.4458371,11894.0394646,2313.1111101,-311.798350117,-436.035217843,5344.35908341,2824.89562881,-2535.63843255,1845.14147725,-1465.63599825,socially_awkward_penguin,355.927229461,832.418093692,1984.09420363,-619.260207921,-1279.59877757
32998.3200395,-3918.57695158,-5724.00529932,6247.22034842,9630.37452088,5530.78625093,-3635.97993508,3912.52314961,-1350.95003359,-3122.01450432,2836.68273956,4333.30569068,unpopular_opinion_puffin,-3346.43168625,1615.9174435,6333.90550104,66.7711132089,2030.12318434
-18907.7464244,-10158.1423062,-8810.62913431,17002.2243484,2475.8850609,-3715.58984935,9777.53978834,-10100.1388136,1355.38269423,2692.46951418,-1582.30805782,1920.18568814,advice_god,-1668.53127661,-2711.06078644,636.420854622,-1232.53041894,-601.061736544
1012.93827742,11054.1069708,-10040.154819,2962.76252832,-6464.45506164,-10691.9539471,7218.54841365,5654.99121879,-479.74109042,-4070.61953116,1489.98718813,316.267326794,paranoid_parrot,2577.90976197,-359.394329612,-871.384974686,-1598.34791939,1602.6462617
-18011.3351882,-11357.5798103,-1280.97200602,1931.56028325,-1857.83550575,2950.54526173,-4433.79114096,1806.45475444,-1554.63872504,-4192.87919294,-2080.58641039,-4255.24481961,minor_mistake_marvin,281.386667795,-1198.81567624,-3998.77329638,4131.42559694,-4169.53956432
-18757.1670507,-13544.4214795,3084.31994653,-4555.05548758,-1892.58753666,2614.89245577,-3443.20832386,1951.5985424,-6866.83257968,-6945.53421489,-7517.13936806,1232.54906056,first_day_on_the_internet_kid,-1638.96688063,5101.68619093,-1586.96069654,-4852.36144898,2574.59415217
15903.4098194,1544.12195516,-13985.0700047,5476.64127255,-6068.61503184,-16120.611922,2451.55511179,13105.7789044,1605.53227271,133.058527284,-1219.82020959,-4776.77889992,paranoid_parrot,-2459.20713813,1058.05612495,-949.323296171,-1066.49775598,4868.99403906
-5097.587697,7897.3013364,29669.4657793,14175.3283693,1244.86226403,-1312.63382185,-1837.56157561,5923.92289393,3702.77025814,-1177.93102936,2926.58797935,-1861.59590712,socially_awkward_penguin,952.947438199,-242.291990598,3033.11185412,-224.098050466,-318.721877968
898.189692325,-13629.1262478,1194.54008353,-2699.76626342,-5930.64002686,-804.92628871,-8186.48557483,1395.23427857,2190.10849467,5344.0802916,3434.10101748,3851.09853962,evil_toddler,-3009.4440379,-4896.20372496,-3987.05651781,-810.289020231,-5465.38860581
-18222.534086,-12329.9424128,2611.42130852,-4249.10172963,-971.059306612,1791.58328155,-3106.26248743,689.166646862,-5935.27555306,-6755.4661657,-7989.34116689,-14.2533870614,first_day_on_the_internet_kid,-1458.35922178,6974.85682273,-1059.1622267,-4770.52287052,2729.77739877
1438.08940304,16895.4600803,-7642.21538258,-1022.48986649,-6374.00568869,879.153476065,-4150.28815255,-4427.32857178,4013.09000786,1247.96615545,-5326.21034663,3506.70448231,good_guy_greg,5552.49127521,2384.33168988,8242.79379588,-3131.30761232,-5409.64819519
-2930.5220744,8344.09270603,-5937.27867689,-360.50091795,-5018.20043906,15308.2161233,4442.98450747,2894.78360284,11271.7527637,-6119.0186903,2962.4912068,2089.00958533,business_cat,3322.25706321,-485.652359574,-6144.78035849,-3692.86528651,2264.32530072
-17880.6121003,-11607.2341827,2291.78404159,-3741.96525055,-340.042937867,1613.81119343,-3100.03441616,1229.70518462,-6174.54901419,-6168.82444002,-7501.20417117,247.436166929,first_day_on_the_internet_kid,-1144.11551146,6512.67603471,-1958.26398394,-4962.4418169,1979.67540178
-4510.86575555,7852.6614632,2018.12738737,-2741.31946562,-4946.06875151,-511.793382564,-987.895651889,-1899.39369448,-1693.56989433,-4172.01356665,-6609.53876795,-6105.07977276,confession_bear,186.770338827,-8373.150662,741.472436933,5064.08623974,-747.822642612
-2463.64021485,14454.6900619,4597.99355257,-9505.99733918,9830.21794144,-9273.89145019,5549.37101454,-1111.10238125,5985.09840375,2256.7435557,-5215.4106104,7545.65653872,bad_luck_brian,541.61769363,1288.51579624,-4403.63832479,286.172181542,2173.3384421
27564.975266,-4595.99044113,-5533.08962288,6625.35432534,10307.0822923,8673.91838754,-8019.54226254,5064.34735893,-6794.21227007,-5046.11150371,-12.407151775,7531.00744665,unpopular_opinion_puffin,-9072.81695086,-1185.306978,5864.07327511,7621.68231296,2785.99262985
-18094.363371,-12482.9454115,2722.43254152,-4322.80658615,-856.529508679,1235.51397386,-2718.45008725,1067.84048213,-5596.91790958,-6620.11704862,-7652.95763852,246.616262175,first_day_on_the_internet_kid,-1099.58840621,8024.52554817,-2221.56867407,-4889.13048548,871.022129477
21211.7583939,-18442.4812311,10087.1293983,-13501.192985,-7167.54302642,-493.890829123,15640.6914875,-2034.98732067,3427.43048878,-5294.31394063,2144.35983656,-482.9524486,sudden_clarity_clarence,1346.96235829,-1833.13290634,7510.94048478,2270.78947309,88.1915204477
6219.42202365,20970.6873996,3045.92099643,1472.39448564,-6291.87420244,-1584.19257239,3868.92152971,-8345.43343204,-8251.99703601,3391.8957372,5236.56002524,-4793.8720317,high_expectations_asian_father,-4806.27155023,7443.39320607,-2317.18612736,1067.08380093,-1882.02121581
-3647.86036425,11227.0733131,-2523.90908163,-2.22898256449,-3157.71326794,1156.47774858,-3680.73372616,-1714.38357655,1497.43237381,-4015.60171601,-5701.50550935,-5359.48620616,confession_bear,-571.894463617,-3385.29719368,4047.25711435,6590.181392,-1497.249188
-10976.3355024,1747.2481374,-3264.02294656,-8978.07488968,9311.59506854,-8695.28568498,-7106.02945867,-7106.72622362,3453.97898326,-5666.14411247,9066.47909465,-5237.03509988,sheltered_college_freshman,-2195.97262258,-1356.30740434,3279.20878049,-1051.93370783,1184.56144219
-5995.78470424,8848.64078405,879.094633316,-3695.8567375,-2646.23515705,244.645550117,-5095.54132452,-1428.33413085,782.11596825,736.177605569,-9853.81916528,-5501.56464851,confession_bear,-4094.2783402,-3433.77199203,-243.657018103,8623.3222309,-257.667089788
10742.9780667,-16772.3215505,4946.94286038,-3395.71826518,-6522.33017959,-540.112229442,-8602.67353267,-1854.20774326,1958.50003478,13705.9373017,-3421.21278553,-282.677130216,lazy_college_senior,-1324.37483902,-4758.3564906,-2871.24131676,-1279.45326035,970.457920643
1230.70391423,15923.4945943,3550.38008812,-1197.57669679,-3970.38579924,2234.84729981,-636.901535203,-5560.17970599,-7406.26212173,6965.49771198,1796.79711359,-2674.7839821,high_expectations_asian_father,-9348.64729982,7957.77572827,-1881.70431399,5553.18555821,1378.88389702
30505.829707,-2962.73706288,-5152.68513868,4917.49975651,9345.63797321,6556.2985971,-3933.34438824,3373.09271196,-4333.80806782,-1185.38279017,98.4627882729,5602.77373197,unpopular_opinion_puffin,-3683.42040634,-2611.70010136,5266.1933811,682.731795989,4888.95870612
16145.8897768,456.521799812,-14618.9810933,6522.65376354,-5963.73859327,-16550.2545424,3527.62896114,17110.7823613,-651.636016326,-2700.15381929,87.3611543954,-3928.61174125,paranoid_parrot,-1371.56880292,-615.375793005,-1680.76218302,-4650.52523639,1756.23189017
10672.6471411,18081.1621979,7079.64778036,-2033.40752105,-4480.18274822,-3074.27325947,-708.294003285,-4624.1169444,1588.06348934,5397.20160048,3806.03760199,2187.86092307,bad_luck_brian,1795.17775621,3400.89347166,-762.589449444,-5561.89926919,-5757.0207348
-18739.4002132,-9112.84209993,-9383.74469734,18979.1195142,2508.85563236,-3177.07597569,10838.1258616,-10646.7885492,3552.93258101,2745.26307081,-2459.48128077,1433.29523111,advice_god,-2783.32650974,394.45214064,2473.17035594,-63.1824594157,-749.57410478
-3365.55458664,13182.7826844,3161.08616168,-8704.49746243,12662.4123241,-6741.27605648,4085.47383119,1359.5756373,3744.16294906,-2877.0880682,-4471.02449244,9682.23986511,bad_luck_brian,493.470392634,385.272356857,-5096.17438468,376.970721025,1949.70468412
-18255.3853465,-11238.4168141,-595.975753984,-1492.15807456,35.307975105,3052.24303144,-2082.72269766,3909.72314793,-1783.00011546,-559.439031798,1290.43610594,-1667.36237303,minor_mistake_marvin,-2115.83306911,-468.360070596,-4391.50548692,2601.96021497,-1726.89401433
-12260.2774596,-35.3880478054,-2518.3477455,-8964.256003,8706.33393122,-6970.38542177,-7267.04716423,-4970.24939392,1311.79165931,-4965.13190419,9610.98706531,-1018.31822045,sheltered_college_freshman,-3347.61346955,-1591.62009887,3177.63766077,-640.56630612,-103.910297409
-18783.1172673,-12616.8409511,456.312184634,-1605.12662526,-460.936904784,3682.33708565,-2294.94526601,4758.98732164,-3132.89101892,-1545.393793,2295.13868784,1060.38449244,minor_mistake_marvin,-2971.09599958,-1250.15186846,-5367.33898113,2283.46888057,-1894.95216477
-2190.96814037,15275.6731547,4493.34196815,-9246.75877845,9081.17095525,-8196.28044807,3460.12239931,-938.891644177,6521.25856255,3879.10970063,-5693.84567404,7281.87519351,bad_luck_brian,-1056.69094711,1923.93175605,-4647.87164983,1885.70536454,727.861609246
15821.4286232,-12815.4419165,5596.64530117,-5944.79803373,-8037.63461813,-3471.60204143,-7376.87896275,-6864.11991842,6248.15315722,14975.5375496,-7279.69063243,197.775202071,lazy_college_senior,2610.89756199,-3721.15640303,873.592753685,-2117.17873383,8938.63889772
-4171.34447929,8193.46180897,27739.2468197,13255.4939276,1682.82912203,-655.54863402,-1748.97848545,4982.93337467,2311.8013937,-336.745171748,833.527578185,-1839.70343482,socially_awkward_penguin,1461.14182721,-1735.85996868,1378.6130936,-3043.20403881,227.12471727
210.12765639,12507.2061389,-6016.76491237,-986.512786524,-4355.37518239,2116.19762778,-3159.81580797,-560.675046003,-2330.24177851,-366.571221045,-2899.22577167,4667.90109946,good_guy_greg,5503.31374271,-2515.1144456,7402.75738226,-6156.0138933,-2526.24924715
7830.50492076,20722.0203889,2727.09158191,1307.84641538,-7148.40932456,892.031647902,4120.84960208,-7831.76117295,-7160.3441647,3345.09852196,4885.7431125,-4239.22660662,high_expectations_asian_father,-5337.21679266,10260.4281815,-345.520003722,631.06520515,-4267.88436478
-9151.92659932,-2317.62232593,-3006.16512507,2784.92157017,-8554.59357687,-4190.82827171,-7534.06624467,-4169.81670418,-2840.69208203,-372.33897855,6718.23488259,4270.10897599,religion_pigeon,14737.8751796,5319.39029551,566.115586122,9706.64349657,3739.4598679
-10444.9811234,-4123.17862008,-4243.98522329,-3999.75385416,633.626971721,-3449.05560583,-1710.29665713,10.9136841903,4420.05858065,8827.19641478,-2539.89637213,-3956.77899442,overly_attached_girlfriend,919.885761529,8439.44963607,6498.93285226,-997.330016863,5448.53764078
-14197.2427169,-3574.47446777,-2108.52289426,1730.64599251,-1121.49480798,1654.23301288,-905.711430787,1495.81765768,4290.09795078,-269.021224014,1744.16655859,1986.63726974,overly_attached_girlfriend,1074.93909349,789.665366665,627.573933375,1772.45907919,-418.798456967
-18446.1054338,-13127.9470238,2889.99456579,-4473.34288742,-1653.34057332,2029.14228043,-2997.7858855,1196.40453759,-6008.03342605,-7027.93124821,-7689.78509282,-44.1296449382,first_day_on_the_internet_kid,-891.646074156,5600.823327,-1190.50293726,-5440.94515687,2683.81400107
32244.5994579,-4672.85785526,-1454.7251748,3593.21970771,6312.21397549,121.843371432,-1547.92297346,-5532.38788331,-2049.36522058,-1947.31579231,-1403.42860133,-6597.30542206,bad_joke_eel,6046.25609021,-2978.25195567,-4160.95891022,-755.205438275,2244.18311297
-3993.7515263,7880.40211892,-7381.83802949,342.672075386,-6095.51595807,16326.0479626,12.3231582453,1825.75321736,13701.4443943,-6949.85245999,6268.00920409,168.427813004,business_cat,-1472.62964998,1484.19182891,-5805.20319535,24.9847947054,-645.430800285
